shoe_type,variable,id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
beast,y,82,-0.014515,-0.010243,-0.0047269,0.0017048,0.0090357,0.01801,0.028397,0.03998,0.053611,0.069424,0.087256,0.10892,0.13432,0.16065,0.18677,0.21433,0.24077,0.26398,0.2867,0.30678,0.32056,0.32906,0.33357,0.33278,0.32476,0.30656,0.28275,0.25501,0.21403,0.1645,0.11783,0.073644,0.031217,-0.0028047,-0.027598,-0.047399,-0.0646,-0.080366,-0.098055,-0.11916,-0.14608,-0.18366,-0.23265,-0.28754,-0.34779,-0.41349,-0.48038,-0.54546,-0.60914,-0.67017,-0.72684,-0.7794,-0.82717,-0.86868,-0.90469,-0.93621,-0.966,-0.99516,-1.0246,-1.055,-1.0875,-1.1222,-1.1579,-1.1922,-1.2241,-1.2525,-1.2781,-1.3018,-1.3249,-1.3486,-1.374,-1.4014,-1.4303,-1.4602,-1.4905,-1.5208,-1.5504,-1.5794,-1.6074,-1.6343,-1.66,-1.685,-1.7102,-1.7365,-1.7638,-1.7914,-1.8184,-1.8441,-1.8684,-1.891,-1.9122,-1.9319,-1.9498,-1.9663,-1.982,-1.9975,-2.013,-2.0282,-2.0425,-2.0558,-2.0681,-2.0803,-2.093,-2.1062,-2.1187,-2.1296,-2.1391,-2.147,-2.1526,-2.1554,-2.1562,-2.1549,-2.152,-2.1474,-2.1413,-2.1338,-2.1253,-2.1163,-2.1069,-2.0968,-2.0859,-2.074,-2.0613,-2.0475,-2.0327,-2.0168,-1.9995,-1.9809,-1.9608,-1.9393,-1.9171,-1.894,-1.87,-1.8451,-1.8192,-1.7922,-1.7638,-1.7337,-1.7022,-1.6697,-1.6362,-1.6015,-1.5656,-1.5295,-1.494,-1.4589,-1.4234,-1.3874,-1.3509,-1.3139,-1.2766,-1.2388,-1.2006,-1.1621,-1.1233,-1.0841,-1.0447,-1.0054,-0.96617,-0.92697,-0.88776,-0.8484,-0.80902,-0.77026,-0.7325,-0.6957,-0.65998,-0.62536,-0.59151,-0.55837,-0.52617,-0.49519,-0.46516,-0.4359,-0.40723,-0.37907,-0.35194,-0.32637,-0.30226,-0.27944,-0.25793,-0.23742,-0.21785,-0.19947,-0.18239,-0.16629,-0.15143,-0.13809,-0.12599,-0.11487,-0.10463,-0.095223,-0.086465,-0.078096,-0.069869,-0.061803,-0.054172,-0.047231,-0.040786,-0.034789,-0.029315
beast,y,83,-0.022177,-0.016784,-0.010551,-0.0036952,0.0037932,0.012795,0.022884,0.033415,0.04419,0.055591,0.068076,0.082254,0.099919,0.11945,0.13764,0.15548,0.17347,0.18522,0.1857,0.17472,0.15069,0.12023,0.077875,0.022459,-0.033329,-0.077486,-0.11256,-0.14217,-0.16637,-0.18625,-0.20276,-0.21843,-0.236,-0.2574,-0.28551,-0.32121,-0.36695,-0.42001,-0.47709,-0.53513,-0.59468,-0.6567,-0.72275,-0.79353,-0.86827,-0.94657,-1.0277,-1.1099,-1.1896,-1.2659,-1.3371,-1.4005,-1.4553,-1.5038,-1.5478,-1.5903,-1.6319,-1.6736,-1.7174,-1.7648,-1.8154,-1.8677,-1.9191,-1.9693,-2.0178,-2.0622,-2.1001,-2.1332,-2.1632,-2.1918,-2.2196,-2.2466,-2.2739,-2.3026,-2.333,-2.3639,-2.3937,-2.4212,-2.4472,-2.4726,-2.498,-2.5234,-2.5483,-2.5722,-2.5953,-2.6177,-2.6393,-2.6597,-2.6787,-2.6967,-2.7131,-2.7277,-2.7406,-2.7524,-2.7637,-2.7747,-2.7857,-2.7967,-2.8078,-2.8189,-2.8296,-2.8391,-2.8469,-2.8529,-2.8567,-2.8589,-2.8589,-2.8571,-2.8531,-2.8474,-2.8399,-2.8302,-2.8187,-2.8062,-2.7925,-2.7774,-2.7609,-2.7434,-2.7243,-2.7036,-2.6815,-2.6584,-2.6339,-2.6081,-2.5805,-2.5508,-2.5193,-2.4868,-2.4539,-2.4198,-2.3844,-2.3473,-2.3085,-2.2684,-2.2278,-2.1868,-2.1453,-2.1031,-2.0605,-2.0173,-1.9735,-1.9289,-1.8834,-1.837,-1.7897,-1.7417,-1.6928,-1.6433,-1.5939,-1.5448,-1.4961,-1.4476,-1.3994,-1.3514,-1.3034,-1.2553,-1.2071,-1.1591,-1.112,-1.0663,-1.0218,-0.97833,-0.93556,-0.89349,-0.8524,-0.81215,-0.77288,-0.73464,-0.69796,-0.66308,-0.62992,-0.59806,-0.56723,-0.53711,-0.50771,-0.47935,-0.45222,-0.42646,-0.402,-0.3787,-0.35621,-0.33462,-0.31422,-0.29523,-0.27753,-0.26064,-0.24403,-0.22741,-0.21103,-0.19523,-0.18019,-0.16557,-0.15175,-0.1393,-0.1282,-0.11809,-0.10871,-0.09977,-0.091099,-0.082825,-0.075047
beast,y,84,-0.00073971,0.0018497,0.0062816,0.011934,0.018732,0.028726,0.041125,0.054697,0.07049,0.088802,0.10841,0.12887,0.15133,0.17498,0.19911,0.22584,0.25286,0.2743,0.28949,0.3024,0.31083,0.31076,0.30164,0.28422,0.26259,0.23125,0.18913,0.14411,0.1017,0.058422,0.016074,-0.020049,-0.050103,-0.075501,-0.099797,-0.12671,-0.15787,-0.19186,-0.22896,-0.27222,-0.32097,-0.37336,-0.42955,-0.48743,-0.54477,-0.60026,-0.65483,-0.70733,-0.75735,-0.80451,-0.85005,-0.89346,-0.93392,-0.97206,-1.0096,-1.0476,-1.0861,-1.1244,-1.1631,-1.2032,-1.2444,-1.2855,-1.3258,-1.3655,-1.4049,-1.4436,-1.481,-1.5176,-1.5537,-1.5895,-1.6248,-1.6594,-1.6936,-1.7279,-1.7615,-1.794,-1.8256,-1.857,-1.8882,-1.9189,-1.9483,-1.9763,-2.0029,-2.0286,-2.0536,-2.0773,-2.0996,-2.1205,-2.1401,-2.1579,-2.1736,-2.1878,-2.2008,-2.2127,-2.2235,-2.2334,-2.2431,-2.2525,-2.2617,-2.2699,-2.2771,-2.2831,-2.2879,-2.2917,-2.294,-2.2959,-2.2968,-2.2961,-2.2937,-2.2895,-2.2833,-2.2759,-2.2674,-2.2583,-2.2486,-2.2378,-2.2256,-2.2126,-2.1993,-2.1856,-2.1708,-2.1545,-2.1368,-2.118,-2.0983,-2.078,-2.0567,-2.034,-2.0096,-1.9837,-1.9561,-1.9272,-1.8973,-1.8662,-1.834,-1.801,-1.7672,-1.7326,-1.6977,-1.6626,-1.6271,-1.5909,-1.5543,-1.5173,-1.4801,-1.4428,-1.4056,-1.3681,-1.3301,-1.2916,-1.2524,-1.2129,-1.173,-1.1329,-1.0923,-1.0515,-1.0109,-0.97082,-0.93106,-0.89132,-0.85112,-0.8109,-0.77164,-0.73412,-0.69809,-0.6631,-0.62865,-0.59458,-0.56116,-0.52866,-0.4973,-0.46705,-0.43809,-0.41037,-0.38356,-0.35771,-0.33305,-0.30972,-0.28754,-0.26648,-0.24629,-0.2268,-0.20832,-0.19121,-0.17525,-0.1603,-0.14656,-0.13394,-0.12231,-0.11173,-0.10219,-0.093468,-0.085301,-0.077439,-0.069657,-0.06207,-0.055149,-0.049256,-0.043962,-0.039253,-0.035259
beast,y,86,-0.020486,-0.019,-0.015941,-0.011917,-0.005433,0.0046829,0.016355,0.029279,0.044457,0.06143,0.081051,0.10414,0.12849,0.15318,0.17892,0.20319,0.22517,0.24637,0.26325,0.2734,0.27759,0.2764,0.27011,0.25788,0.24158,0.22348,0.20221,0.17801,0.15247,0.12452,0.095029,0.066749,0.040483,0.016049,-0.0069689,-0.028094,-0.047088,-0.065281,-0.08403,-0.1046,-0.12754,-0.15433,-0.18654,-0.22495,-0.2712,-0.32507,-0.38409,-0.44562,-0.50824,-0.57021,-0.62921,-0.68426,-0.73478,-0.78034,-0.82186,-0.86161,-0.9012,-0.94138,-0.98287,-1.0259,-1.0702,-1.1144,-1.1581,-1.2006,-1.2408,-1.2788,-1.3153,-1.3509,-1.3859,-1.4203,-1.4547,-1.4896,-1.5245,-1.5595,-1.5947,-1.6303,-1.6669,-1.7045,-1.7436,-1.7831,-1.822,-1.8605,-1.8985,-1.9353,-1.9706,-2.004,-2.0355,-2.0656,-2.0944,-2.1217,-2.1475,-2.1719,-2.1954,-2.2184,-2.2411,-2.2633,-2.2845,-2.3048,-2.3239,-2.342,-2.3598,-2.3769,-2.3919,-2.4043,-2.4142,-2.4216,-2.4277,-2.4325,-2.4357,-2.4371,-2.4371,-2.436,-2.4334,-2.4297,-2.4255,-2.4202,-2.4126,-2.4029,-2.3919,-2.38,-2.3676,-2.3548,-2.3412,-2.326,-2.3087,-2.2889,-2.2678,-2.2463,-2.2237,-2.1991,-2.1723,-2.1438,-2.1147,-2.0858,-2.0565,-2.0264,-1.9948,-1.9611,-1.9256,-1.8893,-1.8529,-1.816,-1.7777,-1.7376,-1.6962,-1.654,-1.6108,-1.5669,-1.5228,-1.479,-1.4352,-1.3912,-1.3464,-1.301,-1.2556,-1.2109,-1.1672,-1.124,-1.0805,-1.0366,-0.99315,-0.95061,-0.90885,-0.8675,-0.8266,-0.78657,-0.74748,-0.70919,-0.67179,-0.63579,-0.60145,-0.56863,-0.53751,-0.50805,-0.4799,-0.4527,-0.42628,-0.40073,-0.37595,-0.35197,-0.32894,-0.30686,-0.2856,-0.26489,-0.24512,-0.22673,-0.20958,-0.19294,-0.17624,-0.15942,-0.14355,-0.12965,-0.11684,-0.10496,-0.094664,-0.086131,-0.078597,-0.071386,-0.064134,-0.057004,-0.050105
beast,y,87,-0.0027424,0.0043896,0.013695,0.024682,0.040855,0.059996,0.078004,0.095569,0.11447,0.13668,0.16239,0.18795,0.21322,0.23736,0.25515,0.269,0.27789,0.27961,0.27732,0.27098,0.25913,0.23761,0.21088,0.17848,0.1395,0.10335,0.071387,0.041895,0.018929,0.00047366,-0.014543,-0.02706,-0.042771,-0.066594,-0.097642,-0.13833,-0.1896,-0.25186,-0.32022,-0.39053,-0.4604,-0.52269,-0.57593,-0.62329,-0.66632,-0.70688,-0.74743,-0.78952,-0.83239,-0.87563,-0.91873,-0.96135,-1.0034,-1.0444,-1.0833,-1.1196,-1.154,-1.1869,-1.2182,-1.2486,-1.2796,-1.3115,-1.344,-1.3766,-1.4093,-1.4421,-1.4753,-1.5085,-1.5412,-1.5725,-1.6027,-1.6325,-1.6624,-1.6923,-1.7213,-1.7489,-1.7754,-1.8011,-1.8261,-1.8506,-1.8745,-1.8981,-1.9213,-1.9435,-1.9646,-1.9844,-2.003,-2.0211,-2.0397,-2.0584,-2.0763,-2.0934,-2.1102,-2.1267,-2.1428,-2.1589,-2.1751,-2.1905,-2.2047,-2.2178,-2.2301,-2.2414,-2.2517,-2.2614,-2.2708,-2.279,-2.2857,-2.292,-2.2972,-2.3004,-2.3022,-2.3026,-2.3,-2.2946,-2.2884,-2.2811,-2.2729,-2.2642,-2.2551,-2.2449,-2.2333,-2.2206,-2.2068,-2.1919,-2.1761,-2.1596,-2.142,-2.1233,-2.1028,-2.0811,-2.059,-2.0362,-2.012,-1.9859,-1.9582,-1.9297,-1.9007,-1.8708,-1.8399,-1.8085,-1.7771,-1.7451,-1.7122,-1.678,-1.6426,-1.6061,-1.5689,-1.5309,-1.492,-1.4527,-1.4133,-1.3737,-1.3335,-1.2926,-1.2509,-1.2081,-1.1649,-1.1223,-1.0805,-1.0386,-0.99596,-0.95293,-0.91015,-0.86806,-0.82655,-0.78553,-0.74522,-0.70591,-0.66761,-0.62967,-0.59191,-0.55463,-0.51809,-0.48239,-0.44745,-0.41434,-0.38368,-0.35515,-0.32859,-0.30368,-0.27985,-0.25668,-0.23422,-0.21286,-0.19306,-0.17462,-0.15765,-0.1421,-0.12758,-0.11384,-0.10056,-0.088107,-0.077244,-0.067741,-0.059165,-0.051291,-0.043952,-0.037465,-0.031915,-0.026941,-0.022718
beast,y,88,0.013865,0.018562,0.02351,0.028505,0.033484,0.03942,0.045742,0.05137,0.055887,0.053047,0.0424,0.025033,-0.0043296,-0.052161,-0.10724,-0.1773,-0.26445,-0.34797,-0.40311,-0.44041,-0.46435,-0.47282,-0.47046,-0.46076,-0.45068,-0.44593,-0.44577,-0.45196,-0.46845,-0.49632,-0.53716,-0.58663,-0.64341,-0.70694,-0.77566,-0.85046,-0.93387,-1.0233,-1.1114,-1.1977,-1.2817,-1.359,-1.424,-1.4783,-1.5256,-1.5693,-1.6117,-1.653,-1.6946,-1.7381,-1.7841,-1.8318,-1.8804,-1.9288,-1.9766,-2.0234,-2.069,-2.1138,-2.1586,-2.2031,-2.2467,-2.2895,-2.3317,-2.3727,-2.411,-2.4462,-2.4789,-2.5104,-2.5417,-2.5727,-2.6037,-2.6353,-2.6684,-2.7031,-2.7385,-2.7735,-2.8076,-2.8411,-2.8732,-2.903,-2.9303,-2.9563,-2.9806,-3.0028,-3.0228,-3.0409,-3.0571,-3.0717,-3.085,-3.0966,-3.1055,-3.112,-3.1175,-3.1224,-3.1267,-3.1301,-3.1328,-3.1343,-3.135,-3.1345,-3.1328,-3.1295,-3.1246,-3.1174,-3.1076,-3.0952,-3.0811,-3.065,-3.047,-3.0273,-3.0062,-2.9835,-2.9595,-2.9344,-2.9081,-2.8802,-2.8506,-2.82,-2.7885,-2.7561,-2.7227,-2.6881,-2.6522,-2.6148,-2.5763,-2.5365,-2.4953,-2.4528,-2.4093,-2.3652,-2.3204,-2.275,-2.229,-2.1824,-2.1351,-2.0872,-2.0388,-1.9898,-1.9403,-1.8907,-1.8409,-1.7908,-1.7406,-1.6906,-1.641,-1.5918,-1.5429,-1.4942,-1.4457,-1.3971,-1.3487,-1.3007,-1.253,-1.2057,-1.1592,-1.1134,-1.0684,-1.024,-0.97998,-0.93642,-0.89339,-0.85117,-0.80979,-0.76912,-0.72916,-0.69041,-0.65314,-0.61731,-0.58298,-0.55027,-0.51904,-0.48909,-0.46035,-0.43284,-0.40656,-0.38124,-0.35677,-0.33318,-0.31072,-0.28948,-0.26935,-0.2502,-0.23207,-0.21501,-0.19897,-0.18408,-0.17019,-0.15714,-0.14499,-0.13396,-0.12411,-0.11521,-0.10673,-0.098156,-0.089193,-0.080234,-0.071999,-0.064977,-0.058576,-0.052804,-0.047805
beast,y,89,0.012829,0.018625,0.026041,0.034648,0.045021,0.057887,0.071962,0.086564,0.10252,0.11928,0.13659,0.15518,0.17349,0.18997,0.20568,0.21964,0.23064,0.24058,0.24849,0.2521,0.24934,0.24235,0.23296,0.21599,0.19242,0.16788,0.142,0.11155,0.078928,0.045982,0.01136,-0.024071,-0.057887,-0.091342,-0.12638,-0.16429,-0.20523,-0.24803,-0.29449,-0.34629,-0.4039,-0.46745,-0.53831,-0.61425,-0.68977,-0.76233,-0.8314,-0.89525,-0.95249,-1.0052,-1.0556,-1.1059,-1.1565,-1.2086,-1.2626,-1.3184,-1.375,-1.4317,-1.4882,-1.5442,-1.5993,-1.6524,-1.7032,-1.752,-1.7994,-1.8459,-1.8918,-1.9367,-1.9796,-2.0199,-2.0579,-2.0945,-2.1302,-2.1647,-2.1978,-2.2298,-2.2618,-2.2939,-2.3261,-2.358,-2.3897,-2.4218,-2.454,-2.4856,-2.5161,-2.5456,-2.5747,-2.6037,-2.6327,-2.6614,-2.6894,-2.7163,-2.7423,-2.7673,-2.7909,-2.8132,-2.8342,-2.8543,-2.8738,-2.8924,-2.9095,-2.9251,-2.9396,-2.9534,-2.9662,-2.9777,-2.9875,-2.9954,-3.0019,-3.007,-3.0106,-3.0127,-3.0128,-3.0111,-3.0084,-3.0045,-2.9994,-2.9925,-2.9842,-2.9743,-2.9623,-2.9479,-2.9319,-2.9153,-2.8977,-2.879,-2.859,-2.8377,-2.8148,-2.7898,-2.7628,-2.7337,-2.7034,-2.672,-2.6395,-2.6057,-2.5702,-2.533,-2.4944,-2.4547,-2.4138,-2.3717,-2.3284,-2.2841,-2.2392,-2.1935,-2.147,-2.1,-2.0526,-2.0049,-1.9567,-1.9078,-1.8583,-1.8084,-1.7584,-1.7078,-1.6565,-1.6044,-1.5521,-1.4998,-1.4476,-1.3953,-1.3433,-1.2915,-1.2398,-1.1881,-1.1366,-1.0853,-1.0344,-0.98443,-0.93564,-0.88792,-0.84118,-0.79502,-0.74982,-0.70644,-0.66506,-0.62518,-0.58656,-0.54897,-0.51289,-0.4787,-0.44614,-0.41469,-0.38434,-0.3552,-0.32742,-0.30085,-0.27528,-0.25052,-0.22662,-0.20358,-0.18096,-0.1595,-0.14017,-0.12256,-0.10644,-0.091946,-0.078689,-0.066592,-0.055863
beast,y,90,0.020111,0.028582,0.040133,0.053801,0.071267,0.092687,0.11532,0.13891,0.16403,0.18983,0.21698,0.24483,0.27057,0.29431,0.31581,0.33177,0.34277,0.34991,0.35204,0.34932,0.34037,0.32782,0.31299,0.29566,0.27559,0.25192,0.22282,0.18796,0.14959,0.109,0.066249,0.022636,-0.021278,-0.066044,-0.11115,-0.15575,-0.20028,-0.24764,-0.30029,-0.35782,-0.41964,-0.4871,-0.55991,-0.63224,-0.70191,-0.76818,-0.82752,-0.87901,-0.92594,-0.97289,-1.0208,-1.0709,-1.1244,-1.1819,-1.2408,-1.2986,-1.3553,-1.4102,-1.4621,-1.5109,-1.5573,-1.6018,-1.6445,-1.686,-1.7264,-1.766,-1.8042,-1.8407,-1.8755,-1.9087,-1.9408,-1.9721,-2.0031,-2.0343,-2.0662,-2.0983,-2.1301,-2.1616,-2.1922,-2.2215,-2.2495,-2.2757,-2.3001,-2.3232,-2.3452,-2.3665,-2.3871,-2.4074,-2.4278,-2.4482,-2.4685,-2.4881,-2.5071,-2.5256,-2.543,-2.5594,-2.5749,-2.5892,-2.6028,-2.6156,-2.6267,-2.6362,-2.6449,-2.6524,-2.6588,-2.6637,-2.6666,-2.6672,-2.6659,-2.664,-2.6611,-2.6566,-2.6506,-2.6432,-2.6344,-2.6245,-2.6139,-2.6017,-2.5883,-2.5739,-2.5585,-2.542,-2.524,-2.5038,-2.4814,-2.4572,-2.4313,-2.4035,-2.3743,-2.3435,-2.3113,-2.278,-2.2436,-2.2078,-2.1705,-2.1316,-2.092,-2.0523,-2.0126,-1.9723,-1.9312,-1.8894,-1.847,-1.8038,-1.7596,-1.7144,-1.6688,-1.6228,-1.5765,-1.5301,-1.4837,-1.4374,-1.3913,-1.3457,-1.3007,-1.2563,-1.212,-1.1677,-1.1238,-1.0806,-1.0382,-0.99635,-0.95522,-0.91549,-0.87729,-0.84,-0.80312,-0.76676,-0.73139,-0.69738,-0.66442,-0.63261,-0.6021,-0.5728,-0.54425,-0.51624,-0.48899,-0.46277,-0.43758,-0.41319,-0.38933,-0.36584,-0.34293,-0.32084,-0.29972,-0.27932,-0.25924,-0.23949,-0.2205,-0.20234,-0.18493,-0.16878,-0.15411,-0.14055,-0.12799,-0.11636,-0.10553,-0.095291,-0.085479,-0.076144,-0.06733
beast,y,91,0.0047886,0.014701,0.025398,0.036704,0.048872,0.062745,0.077625,0.092879,0.11036,0.12883,0.14485,0.15753,0.16965,0.17882,0.18322,0.18283,0.17831,0.17128,0.16304,0.15225,0.14022,0.12795,0.11574,0.10268,0.087364,0.067908,0.042087,0.011675,-0.021761,-0.062443,-0.10897,-0.15512,-0.19664,-0.23719,-0.27931,-0.32345,-0.36809,-0.41437,-0.4648,-0.52284,-0.58894,-0.65845,-0.7265,-0.79364,-0.86144,-0.929,-0.9957,-1.0614,-1.1252,-1.1859,-1.2437,-1.2996,-1.3542,-1.4076,-1.4598,-1.5114,-1.5631,-1.6148,-1.666,-1.7162,-1.7658,-1.815,-1.8632,-1.9099,-1.9551,-1.9987,-2.0409,-2.0819,-2.1219,-2.161,-2.1987,-2.2352,-2.2708,-2.3056,-2.3395,-2.3722,-2.4032,-2.4326,-2.4606,-2.4875,-2.5133,-2.5383,-2.5623,-2.5851,-2.6069,-2.6279,-2.6485,-2.6681,-2.6863,-2.7034,-2.7196,-2.7351,-2.75,-2.7643,-2.778,-2.7908,-2.8029,-2.8143,-2.8252,-2.8359,-2.8466,-2.8557,-2.8622,-2.8669,-2.8699,-2.8717,-2.872,-2.8704,-2.8668,-2.8619,-2.856,-2.8495,-2.8416,-2.8325,-2.8223,-2.8113,-2.7996,-2.7869,-2.7731,-2.7581,-2.7421,-2.7252,-2.7078,-2.6897,-2.6705,-2.6497,-2.6269,-2.6024,-2.5765,-2.5494,-2.5213,-2.4923,-2.4623,-2.4311,-2.3986,-2.3648,-2.3293,-2.2927,-2.2554,-2.2177,-2.1795,-2.141,-2.102,-2.0623,-2.0217,-1.98,-1.9373,-1.8936,-1.8487,-1.8027,-1.7558,-1.7085,-1.661,-1.6131,-1.565,-1.5167,-1.4678,-1.4185,-1.3692,-1.3204,-1.2718,-1.2232,-1.1745,-1.1255,-1.0767,-1.0283,-0.98074,-0.93436,-0.8895,-0.84583,-0.80271,-0.76004,-0.71838,-0.67825,-0.63958,-0.6024,-0.56659,-0.53172,-0.49815,-0.46673,-0.43794,-0.41133,-0.38608,-0.36148,-0.33752,-0.31448,-0.29243,-0.27118,-0.25047,-0.23058,-0.21186,-0.19431,-0.17766,-0.16166,-0.14585,-0.13032,-0.11595,-0.1034,-0.091859,-0.081328,-0.072047
beast,y,92,-0.0034272,0.0020036,0.010031,0.019762,0.031841,0.050358,0.073367,0.098676,0.13016,0.16737,0.20418,0.23857,0.27336,0.30333,0.32315,0.3351,0.3427,0.3445,0.34274,0.33802,0.33153,0.32491,0.31903,0.31271,0.30406,0.2928,0.27958,0.26418,0.24403,0.21998,0.19306,0.16249,0.1286,0.091272,0.048844,0.0052103,-0.034504,-0.071225,-0.10689,-0.14007,-0.17149,-0.20505,-0.23809,-0.26835,-0.30212,-0.3444,-0.39134,-0.43783,-0.485,-0.53264,-0.57777,-0.6195,-0.65846,-0.69506,-0.73048,-0.76544,-0.79979,-0.83348,-0.86757,-0.90182,-0.93575,-0.96942,-1.0042,-1.0405,-1.0777,-1.1145,-1.1506,-1.1866,-1.2229,-1.2591,-1.2946,-1.3292,-1.3628,-1.3957,-1.428,-1.4601,-1.4919,-1.5234,-1.5545,-1.5849,-1.6144,-1.6426,-1.6694,-1.6945,-1.7183,-1.7407,-1.7619,-1.782,-1.8013,-1.8199,-1.8382,-1.8562,-1.8742,-1.8922,-1.9097,-1.9265,-1.9423,-1.9573,-1.9718,-1.986,-1.9995,-2.0124,-2.0241,-2.0347,-2.0436,-2.0508,-2.0564,-2.0616,-2.0669,-2.0724,-2.0775,-2.081,-2.0825,-2.0827,-2.0819,-2.0806,-2.0783,-2.0748,-2.0705,-2.0648,-2.0568,-2.0467,-2.0352,-2.0225,-2.0089,-1.9938,-1.9776,-1.9608,-1.9431,-1.9247,-1.9058,-1.8865,-1.8667,-1.8462,-1.8249,-1.8027,-1.7796,-1.7558,-1.7311,-1.7056,-1.6797,-1.6535,-1.6266,-1.5991,-1.5712,-1.543,-1.5147,-1.4861,-1.457,-1.4273,-1.3969,-1.3656,-1.3332,-1.3001,-1.2665,-1.2326,-1.1985,-1.1639,-1.1285,-1.0923,-1.0559,-1.0195,-0.9833,-0.9473,-0.91186,-0.87692,-0.84227,-0.8078,-0.77345,-0.73918,-0.70504,-0.67125,-0.6379,-0.60508,-0.57286,-0.54104,-0.5096,-0.47874,-0.44862,-0.41951,-0.39158,-0.36495,-0.33959,-0.31542,-0.2924,-0.27094,-0.2511,-0.23236,-0.21413,-0.19655,-0.17996,-0.16454,-0.15025,-0.13729,-0.12542,-0.11442,-0.10413,-0.094296,-0.084773,-0.075662,-0.06704
beast,y,93,-0.0046331,0.0059468,0.016412,0.026504,0.036182,0.046468,0.056633,0.06557,0.073001,0.079876,0.086312,0.092516,0.099063,0.10504,0.10924,0.11164,0.10988,0.10413,0.093917,0.072035,0.040862,0.0082471,-0.027979,-0.071034,-0.11496,-0.15572,-0.19645,-0.23394,-0.26504,-0.29299,-0.3203,-0.34555,-0.36793,-0.38986,-0.41213,-0.43638,-0.46687,-0.50308,-0.5427,-0.58625,-0.6349,-0.68987,-0.75122,-0.82098,-0.89689,-0.9727,-1.0443,-1.1155,-1.1836,-1.2438,-1.2959,-1.3444,-1.3928,-1.4421,-1.4907,-1.5388,-1.5883,-1.6395,-1.6913,-1.7421,-1.7917,-1.8408,-1.8889,-1.9349,-1.9788,-2.0212,-2.063,-2.1046,-2.1455,-2.1849,-2.222,-2.2571,-2.2908,-2.3233,-2.3541,-2.3835,-2.4121,-2.4408,-2.4695,-2.4982,-2.5275,-2.5581,-2.5894,-2.6207,-2.6513,-2.6815,-2.7113,-2.7393,-2.7648,-2.7884,-2.8107,-2.8312,-2.8499,-2.867,-2.8831,-2.8989,-2.9144,-2.9291,-2.9426,-2.955,-2.9666,-2.9763,-2.9832,-2.9884,-2.9921,-2.9939,-2.9933,-2.9907,-2.9864,-2.9809,-2.9724,-2.961,-2.9483,-2.9359,-2.9228,-2.909,-2.8944,-2.8791,-2.8632,-2.8463,-2.828,-2.8078,-2.7858,-2.7623,-2.7377,-2.7119,-2.6848,-2.6564,-2.6263,-2.5943,-2.5607,-2.5255,-2.489,-2.4513,-2.413,-2.3735,-2.333,-2.2919,-2.2503,-2.2085,-2.1664,-2.1238,-2.0805,-2.0365,-1.9918,-1.9462,-1.8996,-1.8519,-1.8035,-1.7548,-1.7059,-1.6567,-1.6069,-1.5565,-1.5058,-1.4554,-1.4052,-1.3551,-1.3052,-1.2555,-1.2064,-1.1582,-1.1108,-1.064,-1.0177,-0.97183,-0.9263,-0.88128,-0.83726,-0.79472,-0.75346,-0.71339,-0.67432,-0.63597,-0.59853,-0.56266,-0.5287,-0.4963,-0.4656,-0.4368,-0.40972,-0.38401,-0.35951,-0.3361,-0.31371,-0.29232,-0.27197,-0.25248,-0.23379,-0.216,-0.1991,-0.18293,-0.16753,-0.15296,-0.1391,-0.12586,-0.11332,-0.10157,-0.090405,-0.079847,-0.069978
